"","X","prefix","Replicate","Generation","mean.fitness","mean.prop.SL","Schedule","mean.learning.rate","mean.learning.rate.SL","mean.learning.episodes","mean.best.fitness","environmental.mean.location","sch_num_n1","sch_num_0","sch_num_1","perfrom","folder","seed","init_w_range","init_lr_range","init_le_mean","init_prop_sl","mut_rate_w","mut_step_w","lr_homogenous","mut_rate_lr","mut_step_lr","le_homogenous","mut_rate_le","mut_step_le","mut_rate_sl","mut_step_sl","N","G","lifespan","extrapolate_from","nr_replicates","env_sample_size","env_range","init_mean_env","sd_env","env_change","env_change_sd","env_change_type","env_change_rate","SL_type","IL_type","cue_type","sl_homogenous","one_social_parent","success_bias","sl_speed","mut_rate_schedule","differential_learning_rates","schedule_init","file_rep","LR","LR_type","Performance"
"47",47,"102_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",399.602124690105,0.25,-1,0.469032675858671,0.294638377184358,25,428.892643116642,0.0885850731110795,1000,0,0,0.931701260969592,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",440843,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"102_6",0.294638377184358,"LR_SL",0.931701260969592
"48",48,"102_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",391.552093407696,0.25,-1,0.426691263833083,0.322043315826587,25,428.763728418991,-0.0103317847631234,1000,0,0,0.913187555347284,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",440843,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"102_7",0.322043315826587,"LR_SL",0.913187555347284
"49",49,"102_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",389.590809861419,0.25,-1,0.440641476223538,0.272627450190705,25,429.236569972664,-0.0872983184585407,1000,0,0,0.907599013321951,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",440843,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"102_8",0.272627450190705,"LR_SL",0.907599013321951
"50",50,"102_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",404.451967512994,0.25,-1,0.55108510192004,0.817882115664318,25,428.975740558671,-0.018080234643983,1000,0,0,0.942799884786572,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",440843,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"102_9",0.817882115664318,"LR_SL",0.942799884786572
"51",51,"103_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",398.382430230735,0.25,1,0.64520058560015,0.0134627990881314,25,428.716476154223,-0.0333702087168316,0,0,1000,0.92920523637331,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",877538,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"103_0",0.0134627990881314,"LR_SL",0.92920523637331
"52",52,"103_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",402.430502184108,0.25,1,0.464204562453823,0.0137307432245287,25,428.747953316592,-0.0343854519638731,0,0,1000,0.938604445021477,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",877538,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"103_1",0.0137307432245287,"LR_SL",0.938604445021477
"53",53,"103_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",401.719221516392,0.25,1,0.49914144278051,0.014401522898043,25,428.792396594953,-0.00642068080532234,0,0,1000,0.936869417678722,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",877538,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"103_2",0.014401522898043,"LR_SL",0.936869417678722
"54",54,"103_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",402.10807101999,0.25,1,0.398306478650825,0.0112719747191084,25,429.168561942579,-0.0213020002224888,0,0,1000,0.936899264237134,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",877538,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"103_3",0.0112719747191084,"LR_SL",0.936899264237134
"55",55,"103_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",400.192720826087,0.25,1,0.712452403256022,0.010748253910974,25,428.951223637581,0.155469640776427,0,0,1000,0.93295472710146,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",877538,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"103_4",0.010748253910974,"LR_SL",0.93295472710146
"56",56,"103_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",393.077744067766,0.25,1,0.443739195398151,0.0206211014790465,25,428.547256794603,0.0528819946903398,0,0,1000,0.917150802759013,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",877538,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"103_5",0.0206211014790465,"LR_SL",0.917150802759013
"57",57,"103_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",293.29780974904,0.25,1,0.699541656496902,0.900614031151024,25,429.11209717971,-0.188909163367581,0,0,1000,0.683589532867898,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",877538,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"103_6",0.900614031151024,"LR_SL",0.7
"58",58,"103_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",390.236999005547,0.25,1,0.531885005051774,0.0517215398055967,25,428.010908844328,-0.00221257411238381,0,0,1000,0.911658439315988,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",877538,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"103_7",0.0517215398055967,"LR_SL",0.911658439315988
"59",59,"103_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",402.572642161019,0.25,1,0.588172403969265,0.0161650072812629,25,428.895845250675,0.0395576433414343,0,0,1000,0.938613981878152,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",877538,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"103_8",0.0161650072812629,"LR_SL",0.938613981878152
"60",60,"103_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",400.27574817921,0.25,1,0.693890429632084,0.0174988833294403,25,429.453569794353,0.0340139382625387,0,0,1000,0.932064224994582,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",877538,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"103_9",0.0174988833294403,"LR_SL",0.932064224994582
"61",61,"104_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",399.73902210065,0.25,1,0.637937216678661,0.0146482088232319,25,428.526227350975,-0.0601645674046777,0,0,1000,0.932804613645416,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",873440,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"104_0",0.0146482088232319,"LR_SL",0.932804613645416
"62",62,"104_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",400.277272049375,0.25,1,0.492119162872214,0.0131640167237821,25,428.809334026287,0.0413950177521989,0,0,1000,0.933433986908679,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",873440,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"104_1",0.0131640167237821,"LR_SL",0.933433986908679
"63",63,"104_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",403.435502954723,0.25,1,0.540962602933933,0.0160471027636332,25,428.596381873563,0.0225918361816991,0,0,1000,0.941285311034934,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",873440,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"104_2",0.0160471027636332,"LR_SL",0.941285311034934
"64",64,"104_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",383.253167849775,0.25,1,0.501310198030135,0.0460972213888526,25,428.911232555222,-0.121425694962379,0,0,1000,0.893515129267485,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",873440,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"104_3",0.0460972213888526,"LR_SL",0.893515129267485
"65",65,"104_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",398.018664661219,0.25,1,0.839619984817441,0.0169926093272004,25,428.813924457271,0.0136589772425287,0,0,1000,0.928141485983417,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",873440,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"104_4",0.0169926093272004,"LR_SL",0.928141485983417
"66",66,"104_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",402.662303081159,0.25,1,0.628016707601499,0.0156179873175327,25,428.801902278661,0.0308301534176912,0,0,1000,0.939025076273816,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",873440,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"104_5",0.0156179873175327,"LR_SL",0.939025076273816
"67",67,"104_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",394.509607158671,0.25,1,0.384144567958021,0.0117133524152549,25,428.947405061869,-0.012475061189929,0,0,1000,0.919685163334896,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",873440,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"104_6",0.0117133524152549,"LR_SL",0.919685163334896
"68",68,"104_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",401.487984867466,0.25,1,0.609530649794103,0.0122330113186592,25,428.553429095352,-0.008438192766002,0,0,1000,0.936834368194256,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",873440,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"104_7",0.0122330113186592,"LR_SL",0.936834368194256
"69",69,"104_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",388.436652115392,0.25,1,0.392221035685107,0.0134728494295097,25,428.788958976312,-0.0316655609070964,0,0,1000,0.905797989416674,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",873440,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"104_8",0.0134728494295097,"LR_SL",0.905797989416674
"70",70,"104_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",401.583813445227,0.25,1,0.595602789022839,0.0133912330744453,25,428.623223076462,0.0550521562531734,0,0,1000,0.936904281303431,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",873440,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"104_9",0.0133912330744453,"LR_SL",0.936904281303431
"71",71,"105_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",392.559038170065,0.25,1,0.524072935077961,0.0446507882270815,25,428.663232729335,0.0270394668118216,0,0,1000,0.915741649189395,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",432473,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"105_0",0.0446507882270815,"LR_SL",0.915741649189395
"72",72,"105_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",401.292679122789,0.25,1,0.629997766390955,0.0231522197251149,25,428.924466802049,-0.0364823185637531,0,0,1000,0.935567963452545,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",432473,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"105_1",0.0231522197251149,"LR_SL",0.935567963452545
"73",73,"105_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",398.913301006147,0.25,1,0.839815405332184,0.0607886508513343,25,429.069203746877,-0.147133696647166,0,0,1000,0.929683323350719,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",432473,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"105_2",0.0607886508513343,"LR_SL",0.929683323350719
"74",74,"105_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",399.317838173863,0.25,1,0.421402836058621,0.00912211311970015,25,428.395893011444,0.0702536992683658,0,0,1000,0.932069609749594,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",432473,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"105_3",0.00912211311970015,"LR_SL",0.932069609749594
"75",75,"105_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",400.162684178261,0.25,1,0.450890427630235,0.042013279676019,25,428.817056121539,0.0767361897148976,0,0,1000,0.933117226442574,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",432473,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"105_4",0.042013279676019,"LR_SL",0.933117226442574
"76",76,"105_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",403.476489663518,0.25,1,0.498504735427636,0.0133111403434918,25,428.361095846477,0.0534658162390605,0,0,1000,0.941899637512512,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",432473,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"105_5",0.0133111403434918,"LR_SL",0.941899637512512
"77",77,"105_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",398.47213948071,0.25,1,0.568466657133333,0.0164775408686337,25,429.399952666217,0.0403502830427086,0,0,1000,0.927945731181249,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",432473,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"105_6",0.0164775408686337,"LR_SL",0.927945731181249
"78",78,"105_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",401.214554082859,0.25,1,0.59015096664013,0.018061084488018,25,428.680849635232,-0.0497172978531584,0,0,1000,0.935884530266778,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",432473,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"105_7",0.018061084488018,"LR_SL",0.935884530266778
"79",79,"105_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",401.121900615842,0.25,1,0.545433318694253,0.0158770979501709,25,428.795556189505,-0.118678297368881,0,0,1000,0.935405773699074,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",432473,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"105_8",0.0158770979501709,"LR_SL",0.935405773699074
"80",80,"105_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",389.656039058671,0.25,1,0.402038205551074,0.0279868822467186,25,429.466692578161,-0.0536135353023988,0,0,1000,0.907309012631815,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",432473,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"105_9",0.0279868822467186,"LR_SL",0.907309012631815
"81",81,"106_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",400.793888757571,0.25,1,0.457900814817941,0.0125568685672849,25,428.646957113093,-0.0148292337555372,0,0,1000,0.934996087580183,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",545309,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"106_0",0.0125568685672849,"LR_SL",0.934996087580183
"82",82,"106_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",402.342217743428,0.25,1,0.512444752546877,0.014918540457004,25,428.860476704048,-0.145475168640035,0,0,1000,0.938158149368239,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",545309,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"106_1",0.014918540457004,"LR_SL",0.938158149368239
"83",83,"106_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",395.793290910845,0.25,1,0.533717359697451,0.0114084667487366,25,429.2759453996,-0.0456623944607446,0,0,1000,0.921967040813166,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",545309,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"106_2",0.0114084667487366,"LR_SL",0.921967040813166
"84",84,"106_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",399.960675373413,0.25,1,0.597406219563868,0.0308599244975102,25,429.144376245977,0.0627578964924238,0,0,1000,0.931996758050967,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",545309,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"106_3",0.0308599244975102,"LR_SL",0.931996758050967
"85",85,"106_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",387.830481924688,0.25,1,0.493752259732184,0.0267842632232719,25,428.465302445127,-0.0982542881570015,0,0,1000,0.905175515978409,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",545309,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",1,"106_4",0.0267842632232719,"LR_SL",0.905175515978409
